iter	Logloss
881	0.03904029102
882	0.03899398897
883	0.03896126166
884	0.03891603889
885	0.03888052964
886	0.03884280135
887	0.03881452607
888	0.03876673536
889	0.03869855695
890	0.03869092523
891	0.0386600192
892	0.03862316318
893	0.03860275455
894	0.03854063313
895	0.03851672847
896	0.03848829037
897	0.0384591498
898	0.03840222708
899	0.03831538224
900	0.03827969388
901	0.03823601792
902	0.03817794381
903	0.03814921263
904	0.03811583635
905	0.03801865694
906	0.03797309922
907	0.0378954492
908	0.03785610664
909	0.03782056018
910	0.03770769166
911	0.03765805872
912	0.03759880066
913	0.03753446486
914	0.03745682414
915	0.03737597349
916	0.03734322525
917	0.03732468907
918	0.03725084444
919	0.03719166314
920	0.03716307152
921	0.03709727264
922	0.03703424407
923	0.03696426066
924	0.03688161199
925	0.03686580425
926	0.03684118783
927	0.03680605539
928	0.03671608902
929	0.03668137062
930	0.03661735581
931	0.03660030132
932	0.03658084637
933	0.03651679434
934	0.03648261791
935	0.0364288679
936	0.03639547069
937	0.0363310465
938	0.03625448739
939	0.03622613535
940	0.03617934018
941	0.03617278541
942	0.03615287455
943	0.03612047056
944	0.03609839184
945	0.03604064569
946	0.03601449176
947	0.03598029672
948	0.03594387566
949	0.03593549496
950	0.03590236757
951	0.03588358018
952	0.03582425001
953	0.03576770178
954	0.03574731408
955	0.03571123495
956	0.03561782837
957	0.03558821562
958	0.03556133363
959	0.0354979422
960	0.03545152618
961	0.03538927683
962	0.03532209629
963	0.03525303399
964	0.03522995739
965	0.03514659696
966	0.0350537021
967	0.03502413354
968	0.03498058784
969	0.03493604893
970	0.03486436053
971	0.03476818829
972	0.0346584134
973	0.03455749605
974	0.03453311688
975	0.03446911137
976	0.03440659686
977	0.03434887165
978	0.03432639052
979	0.03430477933
980	0.03428050251
981	0.03427280333
982	0.03423913863
983	0.03417759174
984	0.03415983712
985	0.0340986089
986	0.03407985408
987	0.03405832895
988	0.03402881622
989	0.03395683009
990	0.0339085672
991	0.03384559678
992	0.03376113612
993	0.03370647663
994	0.03365687394
995	0.0335967785
996	0.0335379647
997	0.03347912765
998	0.03343835924
999	0.03334731125
